Nom_usuel,Service_AI,Sous-servi,Equipe_AIO,Code_posta,Adresse_si,Commune_si,NOM_COMM,insee,Code_AIOT,latitude,longitude,result_lab,result_sco,result_s_1,result_typ,result_id,result_hou,result_nam,result_str,result_pos,result_cit,result_con,result_c_1,result_old,result_o_1,result_dis,result_sta,Distance,Statut_IED,Statut_Sev,nb_points,groupe_id,X,Y
ACTIMEAT &CO Les Grandes Terres,DDCSPP 04,SPAAE 04,SPAAE,"04100",LES GRANDES TERRES,MANOSQUE,MANOSQUE,"04112","6413657",43.835025000000002,5.779895000000000,Rue des Tourelles 04100 Manosque,"0.32862118063754425","0.3278039057239057",street,04112_1075,,Rue des Tourelles,Rue des Tourelles,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,4148.426711185698878,Non,Non Seveso,"1","763",923563.977284504333511,6307937.228928635828197
SAUR Durance Compostage,DREAL PACA,UD 04-05,PA'le Territorial 04,"04100",LA FITO,MANOSQUE,MANOSQUE,"04112","6407903",43.791583000000003,5.811894000000000,AllA(c)e de la Durance 04100 Manosque,"0.4855356459330143","0.42559965034965036",street,04112_0272,,AllA(c)e de la Durance,AllA(c)e de la Durance,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,1388.169191783036922,Oui,Non Seveso,"1","783",926308.183335698791780,6303203.929844272322953
Alpes Assainissement (ex Sud Est Assainn,DREAL PACA,UD 04-05,PA'le Territorial 04,"04100",ZI Saint-Maurice Quartier La Fito,MANOSQUE,MANOSQUE,"04112","6400846",43.795676000000000,5.813220000000000,Zone Industrielle Saint Maurice 04100 Manosque,"0.3224198113207547",,street,04112_p04sbf,,Zone Industrielle Saint Maurice,Zone Industrielle Saint Maurice,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,626.757770437832733,Non,Non Seveso,"11","785",926398.656689402880147,6303662.281417776830494
BOURJAC Entreprise (ISDI),DREAL PACA,UD 04-05,PA'le Territorial 04,"04100",Quartier La Fito,MANOSQUE,MANOSQUE,"04112","6407899",43.838169000000001,5.776424000000000,Quartier de la Negresse 04100 Manosque,"0.4315123529411764","0.35947545454545454",street,04112_0680,,Quartier de la Negresse,Quartier de la Negresse,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,5501.168967144727503,Non,Non Seveso,"1","760",923272.666753268567845,6308276.562714928761125
BS VOIRIE (ex MANEMULS ),DREAL PACA,UD 04-05,PA'le Territorial 04,"04100",Zone Industrielle Saint Maurice,MANOSQUE,MANOSQUE,"04112","6407219",43.795676000000000,5.813220000000000,Zone Industrielle Saint Maurice 04100 Manosque,"0.6083757783312578",,street,04112_p04sbf,,Zone Industrielle Saint Maurice,Zone Industrielle Saint Maurice,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,2101.530126798291803,Non,Non Seveso,"11","785",926398.656689402880147,6303662.281417776830494
DA(c)charge LA FITO-,DREAL PACA,UD 04-05,PA'le Risque,"04100",ZI st Maurice Lieudit La Fito,MANOSQUE,MANOSQUE,"04112","6406224",43.795676000000000,5.813220000000000,Zone Industrielle Saint Maurice 04100 Manosque,"0.3546585432639649",,street,04112_p04sbf,,Zone Industrielle Saint Maurice,Zone Industrielle Saint Maurice,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,12.478222061374950,Non,Non Seveso,"11","785",926398.656689402880147,6303662.281417776830494
COLAS (ex ROURE CH),DREAL PACA,UD 04-05,PA'le Territorial 04,"04100",La Fito Zone Industriellel St Maurice,MANOSQUE,MANOSQUE,"04112","6409127",43.795676000000000,5.813220000000000,Zone Industrielle Saint Maurice 04100 Manosque,"0.5197839470655926",,street,04112_p04sbf,,Zone Industrielle Saint Maurice,Zone Industrielle Saint Maurice,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,270.340228211237616,Non,Non Seveso,"11","785",926398.656689402880147,6303662.281417776830494
GEOMETHANE,DREAL PACA,UD 04-05,PA'le Risque,"04100",Centre de Stockage de Manosque Quartier de Gaude,MANOSQUE,MANOSQUE,"04112","6400828",43.841481000000002,5.770027000000000,Quartier Restanques la Thomassine 04100 Manosque,"0.3621350290135396","0.33474",street,04112_X008,,Quartier Restanques la Thomassine,Quartier Restanques la Thomassine,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,2463.766203859877805,Non,Seveso seuil haut,"1","757",922745.539970082114451,6308626.307952979579568
GEOSEL  MANOSQUE,DREAL PACA,UD 04-05,PA'le Risque,"04107",PASSAIRE ST MARTIN CS 90024,MANOSQUE,MANOSQUE,"04112","6405518",43.831960000000002,5.776746000000000,Rue du Moulin Saint Martin 04100 Manosque,"0.3789337799043062","0.3468322665006226",street,04112_0668,,Rue du Moulin Saint Martin,Rue du Moulin Saint Martin,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,5133.259623843187910,Non,Seveso seuil haut,"1","761",923322.808312822948210,6307587.936012202873826
irrA(c)gSCI Romaluna (Mme Rodiguez Lucette),DREAL PACA,UD 04-05,PA'le Risque,"04100",parcelle 0E 2714,MANOSQUE,MANOSQUE,"04112","6413913",43.835406999999996,5.764945000000000,AllA(c)e Jean de Florette 04100 Manosque,"0.30747460815047023","0.3012907822410148",street,04112_h9i7g9,,AllA(c)e Jean de Florette,AllA(c)e Jean de Florette,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,28.394532432672971,Non,Non Seveso,"1","755",922360.679023918462917,6307937.438256536610425
L'OCCITANE EN PROVENCE Usine,DREAL PACA,UD 04-05,PA'le Risque,"04100",ZI St Maurice,MANOSQUE,MANOSQUE,"04112","6407785",43.795676000000000,5.813220000000000,Zone Industrielle Saint Maurice 04100 Manosque,"0.4021685360094451",,street,04112_p04sbf,,Zone Industrielle Saint Maurice,Zone Industrielle Saint Maurice,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,11.753670715729244,Ex IED - MTD,Non Seveso,"11","785",926398.656689402880147,6303662.281417776830494
LA PIZZA DE MANOSQUE,DDCSPP 04,SPAAE 04,SPAAE,"04100",ZI St Maurice,MANOSQUE,MANOSQUE,"04112","6409882",43.795676000000000,5.813220000000000,Zone Industrielle Saint Maurice 04100 Manosque,"0.38888636363636364",,street,04112_p04sbf,,Zone Industrielle Saint Maurice,Zone Industrielle Saint Maurice,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,553.727917758563535,Non,Non Seveso,"11","785",926398.656689402880147,6303662.281417776830494
LAZARD - Les Signores,DREAL PACA,UD 04-05,PA'le Territorial 04,"04100",ROUTE DE LA DURANCE - Les Signores MANOSQUE,MANOSQUE,MANOSQUE,"04112","6400835",43.807614999999998,5.817299000000000,Lot les Hauts de la Durance 04100 Manosque,"0.3992169421487603","0.379588961038961",street,04112_7t246l,,Lot les Hauts de la Durance,Lot les Hauts de la Durance,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,216.909701617077445,Non,Non Seveso,"2","787",926679.455724334344268,6304999.868032150901854
LES CIEUX BLEUS SCEA,DDCSPP 04,SPAAE 04,SPAAE,"04100",CHEMIN DU MOULIN NEUF QUARTIER DES NAISSES,MANOSQUE,MANOSQUE,"04112","6402850",43.822141000000002,5.811360000000000,Chemin des Naisses 04100 Manosque,"0.3974556078860898","0.3604614606741573",street,04112_0677,,Chemin des Naisses,Chemin des Naisses,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,5531.166668980342365,Non,Non Seveso,"1","782",926144.347541035851464,6306596.009344321675599
L'OCCITANE (Logistique),DREAL PACA,UD 04-05,PA'le Risque,"04100",Lieu-dit Les Grandes Terres,MANOSQUE,MANOSQUE,"04112","6410010",43.836905999999999,5.790091000000000,"Rue de la FraniA""re 04100 Manosque","0.37127333333333334","0.3601048484848484",street,04112_0348,,"Rue de la FraniA""re","Rue de la FraniA""re","04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,30.787619682530678,Non,Non Seveso,"1","769",924376.232480596983805,6308175.041569977067411
COLAS (site de Lazard),DREAL PACA,UD 04-05,PA'le Territorial 04,"04100",Route de la Durance Lieu-dit Les Signores,MANOSQUE,MANOSQUE,"04112","6412622",43.807614999999998,5.817299000000000,Lot les Hauts de la Durance 04100 Manosque,"0.40954752066115696","0.37576925133689837",street,04112_7t246l,,Lot les Hauts de la Durance,Lot les Hauts de la Durance,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,401.093832532387580,Non,Non Seveso,"2","787",926679.455724334344268,6304999.868032150901854
SECHOIR DES ALPES,DDCSPP 04,SPAAE 04,SPAAE,"04100",zi st Maurice,MANOSQUE,MANOSQUE,"04112","6409884",43.795676000000000,5.813220000000000,Zone Industrielle Saint Maurice 04100 Manosque,"0.38563961038961037",,street,04112_p04sbf,,Zone Industrielle Saint Maurice,Zone Industrielle Saint Maurice,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,435.092741979744517,Non,Non Seveso,"11","785",926398.656689402880147,6303662.281417776830494
SIMC MatA(c)riaux SA,DREAL PACA,UD 04-05,PA'le Territorial 04,"04100",ZI Saint Maurice,MANOSQUE,MANOSQUE,"04112","6406237",43.795676000000000,5.813220000000000,Zone Industrielle Saint Maurice 04100 Manosque,"0.4432341897233201",,street,04112_p04sbf,,Zone Industrielle Saint Maurice,Zone Industrielle Saint Maurice,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,723.419869833214079,Non,Non Seveso,"11","785",926398.656689402880147,6303662.281417776830494
TECHNIC AVIATION,DREAL PACA,UD 04-05,PA'le Risque,"04100",Zone Industrielle Saint Maurice,MANOSQUE,MANOSQUE,"04112","6401676",43.795676000000000,5.813220000000000,Zone Industrielle Saint Maurice 04100 Manosque,"0.649581550802139",,street,04112_p04sbf,,Zone Industrielle Saint Maurice,Zone Industrielle Saint Maurice,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,223.154093407432072,Non,Non Seveso,"11","785",926398.656689402880147,6303662.281417776830494
MANOSQUE RECUPERATION SARL,DREAL PACA,UD 04-05,PA'le Territorial 04,"04100",713 ZI St Maurice,MANOSQUE,MANOSQUE,"04112","6400849",43.795676000000000,5.813220000000000,Zone Industrielle Saint Maurice 04100 Manosque,"0.37752272727272723",,street,04112_p04sbf,,Zone Industrielle Saint Maurice,Zone Industrielle Saint Maurice,"04100",Manosque,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04112",,,,ok,644.309468168149920,Non,Non Seveso,"11","785",926398.656689402880147,6303662.281417776830494
CAR IllA(c)gale Marcoux Sanchez,DREAL PACA,UD 04-05,PA'le Territorial 04,"04420",Le Clos de Jalines,MARCOUX,MARCOUX,"04113","6410051",44.133141000000002,6.247827000000000,Route du Clos de Jalines 04420 Marcoux,"0.42510959595959597",,street,04113_0070,,Route du Clos de Jalines,Route du Clos de Jalines,"04420",Marcoux,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04113",,,,ok,360.649952116983116,Non,Non Seveso,"1","993",959814.110173658002168,6342470.179613553918898
AMP (Nouvelle Centrale),DREAL PACA,UD 13,PA'le Chronique Risque,"13727",AA(c)roport Marseille-Provence B.P. NAdeg 7,MARIGNANE,MARIGNANE,"13054","6413339",43.404097000000000,5.217903000000000,RA(c)sidence Courbet Marine 13700 Marignane,"0.28566454545454545","0.281151129476584",street,13054_A052,,RA(c)sidence Courbet Marine,RA(c)sidence Courbet Marine,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,4036.351572839578239,Non,Non Seveso,"1","447",879726.041621901327744,6258632.829571443609893
AIRBUS HELICOPTERS (ex-EUROCOPTER),DREAL PACA,UD 13,PA'le Chronique Risque,"13700",AA(c)roport InternationalMarseille-Provence BP 13,MARIGNANE,MARIGNANE,"13054","6400589",43.406894999999999,5.223639000000000,Lotissement les Amandiers 1 13700 Marignane,"0.2840509409888357","0.2827182137161084",street,13054_67ajn3,,Lotissement les Amandiers 1,Lotissement les Amandiers 1,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,2887.212880855247931,Oui,Seveso seuil bas,"1","453",880181.973982840077952,6258956.792669060640037
AMF QSE Marignane 1 (ex GRM IMMO),DREAL PACA,UD 13,PA'le Chronique Risque,"13700",1 allA(c)e de la Palun,MARIGNANE,MARIGNANE,"13054","6402167",43.407089999999997,5.202065000000000,1 Allee de la Palun 13700 Marignane,"0.48615565656565646","0.3909061640798226",housenumber,13054_0751_00001,"1",1 Allee de la Palun,Allee de la Palun,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,204.868266255769555,Non,Non Seveso,"1","431",878433.678891766699962,6258929.469310114160180
AMF QSE Marignane 2,DREAL PACA,UD 13,PA'le Chronique Risque,"13700",11-13 allA(c)e de la Palun Zone industrielle La Palun,MARIGNANE,MARIGNANE,"13054","6413513",43.406652999999999,5.201603000000000,Zone Industrielle la Palun 13700 Marignane,"0.45681586413586417",,street,13054_j2sg1w,,Zone Industrielle la Palun,Zone Industrielle la Palun,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,241.403718589012925,Non,Non Seveso,"2","430",878397.606835956568830,6258879.869281696155667
BARYFLOR (ex DAHER),DREAL PACA,UD 13,PA'le Chronique Risque,"13700",ZAC des Florides,MARIGNANE,MARIGNANE,"13054","6408615",43.404144000000002,5.204725000000000,ZAC des Florides 13700 Marignane,"0.5577785123966941",,street,13054_A181,,ZAC des Florides,ZAC des Florides,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,612.735479212678570,Non,Non Seveso,"3","433",878658.305153414257802,6258608.146572620607913
DADDI-SRI,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13700",QUARTIER BILLARD,MARIGNANE,MARIGNANE,"13054","6400622",43.404066000000000,5.210900000000000,Quartier les Florides 13700 Marignane,"0.4151815100154083","0.4131997492163009",street,13054_0335,,Quartier les Florides,Quartier les Florides,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,1039.516591053225284,Oui,Non Seveso,"3","441",879158.803979809628800,6258613.470757100731134
DB AUTO ASSOCIES,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13700","Quartier RaphA""le RN 568",MARIGNANE,MARIGNANE,"13054","6406810",43.404066000000000,5.210900000000000,Quartier les Florides 13700 Marignane,"0.37828834827144686","0.3773735064935065",street,13054_0335,,Quartier les Florides,Quartier les Florides,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,1562.590682255596903,Non,Non Seveso,"3","441",879158.803979809628800,6258613.470757100731134
HOURA,DREAL PACA,UD 13,Equipe Marseille,"13700",ZAC Bausset Florides,MARIGNANE,MARIGNANE,"13054","6407396",43.404144000000002,5.204725000000000,ZAC des Florides 13700 Marignane,"0.5266652406417112","0.38815380029806257",street,13054_A181,,ZAC des Florides,ZAC des Florides,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,1619.438086951179230,Non,Non Seveso,"3","433",878658.305153414257802,6258608.146572620607913
PURFER (ex CFF) DERICHEBOURG,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13700",QUARTIER LE BAUSSET CD nAdeg9,MARIGNANE,MARIGNANE,"13054","6400570",43.404066000000000,5.210900000000000,Quartier les Florides 13700 Marignane,"0.334151871657754","0.333630155210643",street,13054_0335,,Quartier les Florides,Quartier les Florides,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,1167.132454016554902,Oui,Non Seveso,"3","441",879158.803979809628800,6258613.470757100731134
SASCA FUELLING SAFELY  (ex. GAM),DREAL PACA,UD 13,Equipe Marseille,"13700",AA(c)roport de Marseille provence BP 74 13728 Margignane Cedex,MARIGNANE,MARIGNANE,"13054","6400590",43.421638000000002,5.204850000000000,RA(c)sidence Marignane Plage 13700 Marignane,"0.28421078582434517","0.2818124653312789",locality,13054_A063,,RA(c)sidence Marignane Plage,,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,2651.301604507462798,Non,Non Seveso,"1","434",878614.141703475615941,6260552.219799372367561
S.I.I.,DREAL PACA,UD 13,Equipe Marseille,"13700",Zac de la Floride,MARIGNANE,MARIGNANE,"13054","6405158",43.404144000000002,5.204725000000000,ZAC des Florides 13700 Marignane,"0.5869678916827852",,street,13054_A181,,ZAC des Florides,ZAC des Florides,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,832.339658977816953,Non,Non Seveso,"3","433",878658.305153414257802,6258608.146572620607913
SILIM,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13700",ZI La PALUN,MARIGNANE,MARIGNANE,"13054","6400575",43.406652999999999,5.201603000000000,Zone Industrielle la Palun 13700 Marignane,"0.4681008754208754",,street,13054_j2sg1w,,Zone Industrielle la Palun,Zone Industrielle la Palun,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,185.202895814972294,Non,Non Seveso,"2","430",878397.606835956568830,6258879.869281696155667
AMP,DREAL PACA,UD 13,PA'le Chronique Risque,"13700",B.P. nAdeg7,MARIGNANE,MARIGNANE,"13054","6400556",43.402225999999999,5.250495000000000,Rue des BlA(c)s 13700 Marignane,"0.43839059196617336","0.4165633689839572",street,13054_0067,,Rue des BlA(c)s,Rue des BlA(c)s,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,4722.086869869433031,Non,Non Seveso,"1","483",882372.325573937734589,6258499.668601992540061
STATION AVITAIR (ex SHELL),DREAL PACA,UD 13,Equipe Marseille,"13700",DA(c)pA't pA(c)trolier AVITAIR Aeroport Marseille Provence,MARIGNANE,MARIGNANE,"13054","6402241",43.413392000000002,5.210948000000000,Chemin de Saint Pierre 13700 Marignane,"0.2901622259983007","0.28784022932022924",street,13054_0890,,Chemin de Saint Pierre,Chemin de Saint Pierre,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,3491.701254432693986,Non,Non Seveso,"1","442",879133.670603055856191,6259649.809580669738352
SOREAL (ex SMNR ex SOBRAL exMIMETAL),DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13700",38-40  Avenue Henri Dunant Pas des Lanciers,MARIGNANE,MARIGNANE,"13054","6400608",43.403981999999999,5.259817000000000,40 Avenue Henri Dunant 13700 Marignane,"0.3990763821892393","0.3274848148148148",housenumber,13054_0484_00040,"40",40 Avenue Henri Dunant,Avenue Henri Dunant,"13700",Marignane,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13054",,,,ok,29868.249031824449048,Non,Non Seveso,"1","495",883121.957010784070008,6258716.353301682509482
ABM (ex OR ET CHROME),DREAL PACA,UD 13,Equipe Marseille,"13015",51  rue le ChAC/telier,MARSEILLE,MARSEILLE,"13055","6400613",43.347676000000000,5.363285000000000,51 Rue le chatelier 13015 Marseille,"0.5809251515151514","0.359340082644628",housenumber,13215_5183_00051,"51",51 Rue le chatelier,Rue le chatelier,"13015",Marseille,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13215",,,Marseille 15e Arrondissement,ok,18.738287326760492,Non,Non Seveso,"1","550",891691.226984535693191,6252705.724425360560417
CENTRE COMMERCIAL VALENTINE,DREAL PACA,UD 13,PA'le Chronique Risque,"13011","Route de la SabliA""re",MARSEILLE,MARSEILLE,"13055","6408674",43.289735000000000,5.470857000000000,Route de la valentine 13011 Marseille,"0.5371792094861659","0.5091076152832675",street,13211_9305,,Route de la valentine,Route de la valentine,"13011",Marseille,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13211",,,Marseille 11e Arrondissement,ok,512.000857504302076,Non,Non Seveso,"3","646",900615.354482769500464,6246535.063146942295134
APHM (HA'pital La Timone),DREAL PACA,UD 13,PA'le Chronique Risque,"13005",254 Rue St Pierre,MARSEILLE,MARSEILLE,"13055","6400723",43.292582000000003,5.400885000000000,Rue saint pierre 13005 Marseille,"0.4477278321678322","0.3873945989304813",street,13205_8437,,Rue saint pierre,Rue saint pierre,"13005",Marseille,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13205",,,Marseille 5e Arrondissement,ok,216.806649056519859,Non,Non Seveso,"1","601",894926.299356171395630,6246676.147487604059279
HOPITAL NORD,DREAL PACA,UD 13,PA'le Chronique Risque,"13015",Chemin de Bourrely,MARSEILLE,MARSEILLE,"13055","6400791",43.379710000000003,5.361731000000000,Chemin des bourrely 13015 Marseille,"0.6046169023569024","0.5572910344827586",street,13215_1411,,Chemin des bourrely,Chemin des bourrely,"13015",Marseille,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13215",,,Marseille 15e Arrondissement,ok,276.301281980984982,Non,Non Seveso,"1","546",891458.727962383534759,6256261.236378790810704
APHM - PLATE FORME LOGISTIQUE,DREAL PACA,UD 13,PA'le Chronique Risque,"13016",Chemin de Saint-Louis au Rove,MARSEILLE,MARSEILLE,"13055","6410001",43.352128999999998,5.353756000000000,Chemin de saint louis au rove 13016 Marseille,"0.5641414219114218",,street,13216_8397,,Chemin de saint louis au rove,Chemin de saint louis au rove,"13016",Marseille,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13216",,,Marseille 16e Arrondissement,ok,411.745709624709093,Non,Non Seveso,"2","533",890903.785343160852790,6253177.415693446993828
ARKEMA ST Menet,DREAL PACA,UD 13,PA'le Seveso,"13374","123 Bd de la MilliA""re CS 90108",MARSEILLE,MARSEILLE,"13055","6400651",43.287787999999999,5.498847000000000,Rond-Point cv de la milliere a st menet 13011 Marseille,"0.5019019640852974","0.4494158441558441",street,13211_sj8j4g,,Rond-Point cv de la milliere a st menet,Rond-Point cv de la milliere a st menet,"13011",Marseille,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13211",,,Marseille 11e Arrondissement,ok,464.186086196367569,Oui,Seveso seuil haut,"1","663",902894.029792183195241,6246390.247198437340558
